0.00000	 38.63098	 0.74901	 -162.83005
0.01900	 38.63098	 0.74901	 -163.17212
0.03400	 39.05554	 0.59294	 -163.05414
0.04000	 40.00627	 0.37884	 -162.54959
0.04800	 40.97739	 0.15368	 -161.98387
0.05200	 40.97739	 0.15368	 -163.48653
0.06000	 40.97739	 0.15368	 -169.52995
0.08000	 40.97739	 0.15368	 -168.62433
0.10000	 41.13068	 0.12852	 -168.56851
0.10500	 40.32085	 0.34050	 -168.71338
0.11000	 39.52057	 0.54493	 -168.85049
0.11500	 39.52057	 0.54493	 -168.36388
0.12000	 39.52057	 0.54493	 -165.03157
0.13900	 39.52057	 0.54493	 -159.94818
0.16200	 39.52057	 0.54493	 -161.88216
0.16900	 38.90387	 0.82915	 -162.00778
0.17300	 38.84669	 1.38830	 -161.21576
0.18000	 38.78686	 1.94554	 -160.44771
0.18500	 38.78686	 1.94554	 -166.89085
0.20000	 38.78686	 1.94554	 -170.28427
0.21900	 38.78686	 1.94554	 -170.03470
0.23200	 38.73448	 2.48360	 -169.17613
0.23800	 39.40374	 1.75710	 -170.02881
0.24800	 40.07703	 1.00679	 -170.99643
0.25300	 40.75365	 0.23186	 -172.09703
0.25700	 40.75365	 0.23186	 -168.77148
0.26600	 40.75365	 0.23186	 -162.26141
0.27900	 40.75365	 0.23186	 -162.46976
0.29500	 40.76709	 0.23075	 -162.45770
0.30100	 40.60331	 0.43845	 -162.24437
0.30500	 40.43982	 0.64442	 -162.03935
0.31200	 40.43982	 0.64442	 -164.17775
0.32200	 40.43982	 0.64442	 -168.03906
0.33900	 40.43982	 0.64442	 -167.55301
0.36100	 40.36097	 0.86303	 -167.19109
0.36700	 40.35218	 1.09215	 -166.75949
0.37200	 40.34288	 1.31971	 -166.33426
0.37600	 40.34288	 1.31971	 -165.86560
0.38100	 40.34288	 1.31971	 -166.58620
0.39900	 40.34288	 1.31971	 -166.50969
0.41900	 40.34288	 1.31971	 -165.89929
0.42500	 40.23311	 1.52264	 -165.59508
0.43100	 39.92985	 1.67911	 -165.55504
0.43600	 39.62709	 1.83382	 -165.51915
0.44100	 39.62709	 1.83382	 -164.61673
0.45900	 39.62709	 1.83382	 -164.15984
0.47900	 39.62709	 1.83382	 -165.60635
0.49000	 39.39701	 1.95265	 -165.57555
0.49700	 39.71589	 1.80980	 -165.57672
0.50300	 40.03908	 1.66359	 -165.58044
0.50800	 40.36657	 1.51390	 -165.58714
0.51200	 40.36657	 1.51390	 -168.89082
0.51900	 40.36657	 1.51390	 -166.66222
0.53900	 40.36657	 1.51390	 -164.28822
0.55400	 39.80604	 1.12974	 -165.50519
0.55900	 39.15469	 0.73516	 -166.74443
0.56500	 38.51886	 0.35775	 -167.86650
0.57000	 38.51886	 0.35775	 -169.22052
0.57900	 38.51886	 0.35775	 -169.03456
0.60000	 38.51886	 0.35775	 -168.66934
0.61900	 38.66529	 0.30117	 -168.67854
0.62500	 39.20352	 0.40152	 -168.16830
0.63000	 39.75181	 0.50524	 -167.61449
0.63600	 39.75181	 0.50524	 -167.42778
0.64200	 39.75181	 0.50524	 -166.67888
0.65900	 39.75181	 0.50524	 -166.17357
0.67900	 39.75181	 0.50524	 -166.64967
0.68600	 40.09423	 0.59151	 -166.21686
0.69300	 40.16933	 0.65281	 -166.03941
0.69900	 40.24513	 0.71486	 -165.85863
0.70500	 40.24513	 0.71486	 -165.58583
0.72200	 40.24513	 0.71486	 -166.77356
0.73900	 40.24513	 0.71486	 -168.46347
0.74900	 40.20563	 0.84279	 -168.23149
0.75500	 39.71237	 1.22086	 -167.83699
0.76100	 39.22809	 1.58594	 -167.48569
0.76700	 38.75259	 1.93856	 -167.17213
0.77200	 38.75259	 1.93856	 -165.92798
0.77900	 38.75259	 1.93856	 -165.44253
0.79900	 38.75259	 1.93856	 -166.21034
0.81400	 39.40614	 1.74210	 -166.05760
0.82200	 40.07387	 1.53634	 -165.89682
0.82700	 40.75076	 1.32349	 -165.72632
0.83200	 40.75076	 1.32349	 -164.13739
0.83900	 40.75076	 1.32349	 -162.37613
0.85900	 40.75076	 1.32349	 -161.87108
0.87900	 40.63837	 1.68773	 -161.33543
0.88800	 40.28777	 2.21972	 -160.78181
0.89300	 39.93457	 2.74662	 -160.27058
0.90000	 39.93457	 2.74662	 -161.09915
0.91000	 39.77580	 2.29744	 -162.09837
0.91700	 39.77580	 2.29744	 -162.99986
0.92300	 39.77580	 2.29744	 -163.10356
0.92900	 39.80854	 1.11337	 -165.27829
0.93500	 39.80854	 1.11337	 -165.35979
0.94900	 40.44594	 0.86599	 -165.26813
0.95600	 40.44594	 0.86599	 -165.14174
0.97000	 40.58828	 1.04869	 -164.70549
0.97700	 40.58828	 1.04869	 -164.66708
0.99000	 39.30138	 2.06220	 -164.06293
0.99700	 39.30138	 2.06220	 -164.18150
1.00800	 38.84590	 2.20862	 -164.31793
1.01500	 38.84590	 2.20862	 -161.28600
1.02800	 39.08373	 1.59038	 -162.05241
1.03500	 39.08373	 1.59038	 -161.43198
1.04800	 39.59232	 1.91367	 -160.39729
1.05800	 39.59232	 1.91367	 -159.65210
1.06900	 39.16957	 1.77414	 -160.38065
1.08100	 39.16957	 1.77414	 -161.39537
1.09300	 39.49583	 1.95343	 -160.78832
1.10700	 39.49583	 1.95343	 -160.97617
1.11200	 39.85503	 1.68391	 -161.04622
1.11600	 39.85503	 1.68391	 -162.55888
1.12800	 39.85876	 0.78670	 -164.15212
1.13300	 39.85876	 0.78670	 -169.67822
1.14800	 40.32742	 0.79933	 -169.36862
1.15300	 40.32742	 0.79933	 -170.09337
1.16800	 39.67102	 2.25717	 -167.82132
1.17300	 39.67102	 2.25717	 -159.47066
1.19000	 38.52858	 2.83199	 -159.76959
1.19500	 38.52858	 2.83199	 -157.14673
1.20800	 39.34260	 1.33805	 -158.63792
1.21300	 39.34260	 1.33805	 -158.42946
1.22800	 39.50119	 0.63653	 -159.47026
1.23300	 39.50119	 0.63653	 -168.78528
1.24800	 38.99403	 0.80258	 -168.80125
1.25300	 38.99403	 0.80258	 -163.87450
1.26800	 38.82870	 2.02659	 -161.72179
1.27500	 38.82870	 2.02659	 -161.26912
1.28900	 39.37807	 1.64227	 -161.39284
1.29500	 39.37807	 1.64227	 -165.71700
1.31100	 39.54985	 1.37640	 -166.05153
1.31700	 39.54985	 1.37640	 -166.36673
1.32900	 38.83103	 2.36323	 -165.25708
1.33500	 38.83103	 2.36323	 -165.26556
1.34800	 38.09335	 2.58979	 -165.44981
1.35400	 38.09335	 2.58979	 -169.08057
1.36800	 38.35963	 1.63574	 -170.55435
1.37700	 38.35963	 1.63574	 -164.93600
1.38800	 38.93384	 1.85721	 -163.97563
1.41100	 39.40974	 1.80682	 -163.60638
1.41800	 39.40974	 1.80682	 -163.46683
1.42900	 39.60664	 1.64676	 -163.59227
1.43500	 39.60664	 1.64676	 -166.91058
1.44000	 39.60664	 1.64676	 -165.84672
1.45000	 39.13549	 1.86538	 -165.81638
1.46800	 38.87892	 2.28109	 -165.23511
1.47400	 38.87892	 2.28109	 -165.31578
1.48800	 38.92025	 2.40745	 -165.04085
1.49500	 38.92025	 2.40745	 -167.68219
1.50800	 39.04287	 3.08660	 -166.33002
1.51500	 39.04287	 3.08660	 -161.61173
1.52800	 38.54582	 3.86278	 -160.74071
1.53500	 38.54582	 3.86278	 -160.83420
1.54900	 38.01987	 3.34324	 -162.26854
1.55400	 38.01987	 3.34324	 -163.75272
1.56800	 38.60950	 2.30979	 -164.95131
1.57400	 38.60950	 2.30979	 -166.14317
1.58800	 38.57383	 2.79722	 -165.34927
1.59500	 38.57383	 2.79722	 -165.08951
1.60800	 38.26980	 3.20948	 -164.64636
1.61600	 38.26980	 3.20948	 -161.80247
1.63100	 38.51688	 2.70406	 -162.42409
1.63800	 38.51688	 2.70406	 -166.83958
1.65100	 38.92729	 2.09185	 -167.68691
1.65600	 38.92729	 2.09185	 -167.30058
1.66800	 39.45139	 2.53073	 -166.05150
1.67700	 39.45139	 2.53073	 -162.96263
1.68800	 39.48529	 2.42221	 -163.13614
1.69600	 39.48529	 2.42221	 -166.99660
1.70800	 38.84098	 2.03616	 -168.23750
1.71400	 38.84098	 2.03616	 -167.66690
1.73000	 38.64107	 2.68472	 -166.58353
1.73600	 38.64107	 2.68472	 -163.24532
1.74900	 39.18362	 3.55813	 -161.25652
1.75700	 39.18362	 3.55813	 -163.09454
1.78700	 39.34310	 3.63283	 -162.79375
1.79400	 39.34310	 3.63283	 -163.38142
1.80000	 38.55059	 3.17035	 -164.96446
1.80600	 38.55059	 3.17035	 -167.02843
1.81300	 37.75367	 3.31612	 -167.31726
1.82000	 37.75367	 3.31612	 -162.48335
1.83000	 38.65165	 3.89897	 -160.74881
1.83500	 38.65165	 3.89897	 -161.22139
1.84800	 39.38541	 3.60133	 -160.97650
